,Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
4380,4380,Male,Yes,41,Yes,,2.0,Low,1.0,Cat_6,B
4382,4382,Male,Yes,40,No,Engineer,6.0,Average,5.0,Cat_4,D
4384,4384,Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,C
4390,4390,Male,Yes,86,No,Lawyer,13.0,Low,1.0,Cat_6,A
4394,4394,Female,Yes,51,Yes,Artist,3.0,Low,4.0,Cat_6,B
4398,4398,Male,Yes,41,Yes,Artist,7.0,High,2.0,Cat_3,C
4401,4401,Female,Yes,32,No,Engineer,9.0,Low,4.0,Cat_6,D
4402,4402,Female,Yes,48,No,Homemaker,8.0,Low,1.0,Cat_6,C
4403,4403,Female,Yes,39,Yes,Entertainment,5.0,Low,2.0,Cat_6,B
4411,4411,Male,Yes,48,Yes,Homemaker,9.0,Low,1.0,Cat_3,C
4413,4413,Male,Yes,31,Yes,Healthcare,2.0,Low,2.0,Cat_6,D
4415,4415,Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3,B
4416,4416,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
4421,4421,Female,No,42,Yes,Artist,12.0,Low,1.0,Cat_6,B
4422,4422,Male,No,42,Yes,Artist,8.0,Low,1.0,Cat_6,A
4426,4426,Female,No,40,Yes,Doctor,7.0,Low,1.0,Cat_6,A
4431,4431,Male,Yes,67,No,Executive,2.0,High,1.0,Cat_6,C
4436,4436,Male,Yes,53,Yes,Artist,9.0,Average,2.0,Cat_6,B
4442,4442,Male,No,31,Yes,Healthcare,8.0,Low,,Cat_7,D
4444,4444,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,D
4463,4463,Female,Yes,56,Yes,Artist,4.0,Average,2.0,Cat_6,C
4469,4469,Female,Yes,48,No,Engineer,5.0,Average,5.0,Cat_4,A
4470,4470,Male,Yes,38,No,Artist,10.0,Average,4.0,Cat_7,A
4471,4471,Female,No,45,Yes,Artist,3.0,Low,1.0,Cat_6,A
4474,4474,Male,No,38,Yes,Artist,9.0,Low,1.0,Cat_6,A
4475,4475,Female,No,39,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
4477,4477,Female,No,59,Yes,Artist,4.0,Low,1.0,Cat_6,D
4484,4484,Female,Yes,72,No,Entertainment,7.0,Average,3.0,Cat_6,B
4490,4490,Male,Yes,49,Yes,Artist,9.0,Average,2.0,Cat_6,C
4493,4493,Female,No,40,No,Healthcare,8.0,Low,3.0,Cat_3,D
4495,4495,Female,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
4496,4496,Male,Yes,41,Yes,Engineer,9.0,Average,2.0,Cat_2,A
4497,4497,Male,Yes,47,Yes,Entertainment,2.0,Average,3.0,Cat_3,B
4499,4499,Female,,36,Yes,Entertainment,8.0,Low,1.0,Cat_6,A
4500,4500,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,C
4502,4502,Male,Yes,48,Yes,Entertainment,9.0,Low,1.0,Cat_6,D
4503,4503,Male,Yes,42,Yes,Artist,3.0,Average,4.0,Cat_6,B
4516,4516,Female,Yes,33,No,Engineer,6.0,Low,3.0,Cat_6,D
4528,4528,Male,Yes,55,No,Homemaker,2.0,Low,1.0,Cat_3,A
4540,4540,Female,Yes,42,No,Artist,8.0,High,5.0,Cat_6,B
4554,4554,Male,Yes,33,No,Executive,4.0,Low,6.0,Cat_3,A
4558,4558,Female,No,43,Yes,Homemaker,9.0,Low,1.0,Cat_6,A
4561,4561,Female,No,50,Yes,Artist,6.0,Low,1.0,Cat_6,B
4563,4563,Male,No,32,No,Entertainment,9.0,Low,4.0,Cat_6,A
4571,4571,Female,Yes,39,Yes,Doctor,3.0,High,2.0,Cat_4,A
4573,4573,Male,No,38,Yes,Entertainment,7.0,Low,1.0,Cat_6,D
4574,4574,Male,Yes,72,Yes,Executive,8.0,High,2.0,Cat_6,C
4577,4577,Female,No,37,Yes,Artist,3.0,Low,1.0,Cat_6,C
4579,4579,Female,Yes,66,Yes,Lawyer,6.0,Average,4.0,Cat_5,B
4582,4582,Male,Yes,53,Yes,Artist,8.0,Low,1.0,Cat_6,A
4586,4586,Male,No,35,Yes,Artist,8.0,Low,1.0,Cat_6,A
4598,4598,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6,A
4599,4599,Female,Yes,52,No,Homemaker,4.0,High,3.0,Cat_6,B
4610,4610,Female,Yes,53,Yes,Artist,8.0,Average,3.0,Cat_6,C
4613,4613,Male,Yes,39,Yes,Executive,3.0,High,3.0,Cat_6,B
4615,4615,Female,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_3,B
4619,4619,Male,Yes,47,Yes,Artist,3.0,Average,2.0,Cat_6,B
4620,4620,Female,Yes,38,Yes,Engineer,3.0,Low,2.0,Cat_6,A
4625,4625,Male,Yes,62,Yes,Entertainment,9.0,Low,1.0,Cat_6,C
4629,4629,Female,Yes,70,Yes,Homemaker,3.0,Low,2.0,Cat_6,B
4630,4630,Male,No,43,Yes,Artist,11.0,Low,1.0,Cat_3,B
4632,4632,Female,Yes,40,Yes,Artist,2.0,Low,1.0,Cat_6,B
4639,4639,Female,No,66,No,Entertainment,2.0,Low,3.0,Cat_6,D
4645,4645,Female,No,40,Yes,Artist,3.0,Low,1.0,Cat_6,A
4646,4646,Male,Yes,35,Yes,Entertainment,9.0,High,2.0,Cat_2,A
4649,4649,Female,No,32,Yes,Artist,9.0,Low,5.0,Cat_6,D
4650,4650,Male,No,38,Yes,Artist,2.0,Low,1.0,Cat_4,D
4654,4654,Female,No,42,No,Entertainment,7.0,Low,3.0,Cat_4,D
4660,4660,Female,Yes,81,Yes,Lawyer,7.0,High,2.0,Cat_6,B
4663,4663,Female,No,40,Yes,Artist,8.0,Low,2.0,Cat_6,B
4668,4668,Female,Yes,41,Yes,Doctor,9.0,Average,2.0,,D
4672,4672,Male,Yes,43,No,Artist,4.0,Average,2.0,Cat_6,C
4680,4680,Female,Yes,39,Yes,Healthcare,8.0,High,2.0,Cat_1,D
4684,4684,Male,Yes,57,Yes,Doctor,5.0,Average,2.0,Cat_6,C
4685,4685,Female,No,46,Yes,Artist,3.0,Low,2.0,Cat_6,B
4686,4686,Male,Yes,61,Yes,,8.0,Average,2.0,Cat_6,C
4691,4691,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6,B
4694,4694,Female,Yes,49,Yes,Homemaker,14.0,Low,1.0,Cat_6,A
4698,4698,Male,Yes,58,No,Artist,9.0,Low,2.0,Cat_6,B
4703,4703,Male,Yes,43,No,Healthcare,6.0,High,2.0,Cat_7,B
4711,4711,Female,Yes,31,No,Homemaker,8.0,Average,2.0,Cat_6,D
4715,4715,Male,Yes,32,Yes,Healthcare,6.0,Low,2.0,Cat_6,D
4716,4716,Female,Yes,37,Yes,Artist,7.0,Average,2.0,Cat_2,C
4722,4722,Female,No,48,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
4725,4725,Female,Yes,49,Yes,Artist,2.0,Average,2.0,Cat_6,C
4726,4726,Female,Yes,46,Yes,Entertainment,4.0,Low,3.0,Cat_6,C
4727,4727,Female,Yes,48,No,Entertainment,2.0,Average,,Cat_4,A
4733,4733,Male,Yes,63,Yes,Executive,6.0,High,3.0,Cat_6,D
4740,4740,Female,No,49,No,Artist,9.0,Low,1.0,Cat_1,B
4745,4745,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
4749,4749,Male,Yes,51,No,Executive,9.0,High,2.0,Cat_6,C
4751,4751,Male,Yes,39,Yes,Executive,9.0,High,5.0,Cat_2,A
4753,4753,Female,Yes,36,Yes,Entertainment,6.0,Low,2.0,Cat_6,B
4756,4756,Male,No,32,Yes,Doctor,4.0,Low,5.0,Cat_6,D
4764,4764,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,D
4765,4765,Female,No,43,Yes,Artist,9.0,Low,4.0,Cat_6,C
4774,4774,Female,No,36,Yes,Entertainment,7.0,Low,1.0,Cat_6,A
4779,4779,Female,Yes,38,No,Artist,4.0,Average,4.0,Cat_1,C
4780,4780,Female,Yes,39,Yes,Artist,2.0,Average,4.0,Cat_6,C
4785,4785,Female,Yes,32,Yes,Artist,8.0,Low,3.0,Cat_6,A
4786,4786,Male,No,42,Yes,Artist,7.0,Low,1.0,Cat_6,A
4792,4792,Male,Yes,65,Yes,Artist,7.0,High,2.0,Cat_6,C
4793,4793,Female,Yes,40,No,Doctor,2.0,Average,2.0,Cat_7,D
4798,4798,Male,Yes,53,Yes,Executive,9.0,Low,1.0,Cat_4,D
4800,4800,Male,Yes,42,Yes,Artist,6.0,Low,4.0,Cat_3,A
4806,4806,Male,No,35,No,Engineer,7.0,Low,2.0,Cat_6,A
4807,4807,Male,Yes,39,No,Doctor,2.0,Average,2.0,Cat_6,B
4814,4814,Female,Yes,41,No,Marketing,5.0,Average,3.0,Cat_6,A
4833,4833,Male,,36,Yes,Healthcare,8.0,High,2.0,Cat_4,B
4838,4838,Male,Yes,43,Yes,Artist,7.0,Low,1.0,Cat_7,A
4844,4844,Female,No,32,Yes,Doctor,7.0,Low,,Cat_2,A
4845,4845,Male,Yes,45,Yes,Doctor,8.0,Average,3.0,Cat_4,B
4846,4846,Male,Yes,66,Yes,Engineer,3.0,High,2.0,Cat_6,D
4847,4847,Female,Yes,55,Yes,Artist,2.0,Average,3.0,Cat_6,C
4852,4852,Male,Yes,45,Yes,Executive,2.0,Average,4.0,Cat_2,B
4854,4854,Female,Yes,32,Yes,Artist,4.0,High,2.0,Cat_6,C
4857,4857,Female,Yes,37,Yes,Homemaker,8.0,Low,1.0,Cat_6,A
4861,4861,Male,Yes,61,Yes,Entertainment,3.0,Average,6.0,Cat_6,B
4870,4870,Male,Yes,52,Yes,Artist,6.0,Average,4.0,Cat_6,C
4872,4872,Male,No,31,No,Healthcare,4.0,Low,4.0,Cat_6,D
4873,4873,Male,Yes,35,Yes,Artist,3.0,Average,2.0,Cat_6,C
4879,4879,Male,Yes,55,Yes,Executive,9.0,High,2.0,Cat_6,C
4880,4880,Female,Yes,48,Yes,Marketing,6.0,Low,1.0,Cat_6,C
4882,4882,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,C
4883,4883,Male,Yes,33,No,Doctor,9.0,Low,2.0,Cat_6,A
4885,4885,Male,No,31,Yes,Doctor,8.0,Low,6.0,Cat_2,A
4894,4894,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_3,B
4895,4895,Male,No,32,No,Healthcare,8.0,Low,4.0,,C
4897,4897,Female,Yes,35,No,Engineer,2.0,Average,6.0,Cat_2,B
4902,4902,Male,Yes,88,Yes,Lawyer,3.0,High,2.0,Cat_6,D
4905,4905,Male,Yes,53,Yes,Artist,9.0,Low,1.0,Cat_6,B
4906,4906,Female,Yes,52,Yes,Artist,2.0,Average,5.0,Cat_6,C
4914,4914,Female,Yes,31,Yes,Marketing,7.0,High,4.0,Cat_2,A
4916,4916,Female,No,63,Yes,Healthcare,3.0,Low,1.0,Cat_6,B
4918,4918,Male,Yes,58,Yes,Lawyer,2.0,High,2.0,Cat_6,C
4920,4920,Male,Yes,50,Yes,Artist,6.0,Average,3.0,Cat_6,C
4921,4921,Female,,40,Yes,Homemaker,4.0,Low,1.0,Cat_3,A
4923,4923,Male,Yes,48,Yes,Executive,2.0,High,5.0,Cat_6,C
4926,4926,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,B
4927,4927,Female,Yes,86,Yes,Lawyer,9.0,High,2.0,Cat_6,C
4931,4931,Female,Yes,38,Yes,Artist,8.0,Low,1.0,Cat_6,A
4932,4932,Female,Yes,31,No,Homemaker,9.0,Average,2.0,Cat_6,A
4935,4935,Female,No,31,Yes,Healthcare,9.0,Low,7.0,Cat_5,D
4937,4937,Male,Yes,42,Yes,Artist,7.0,Average,2.0,Cat_6,C
4942,4942,Male,Yes,42,Yes,Artist,6.0,Average,2.0,Cat_3,B
4943,4943,Male,No,42,Yes,Artist,6.0,Low,2.0,Cat_3,B
4953,4953,Male,Yes,47,No,Doctor,8.0,High,4.0,Cat_6,D
4957,4957,Male,Yes,40,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
4958,4958,Female,No,33,No,Entertainment,8.0,Low,4.0,Cat_4,C
4960,4960,Female,Yes,37,Yes,Artist,4.0,Average,2.0,Cat_2,C
4977,4977,Male,Yes,43,Yes,Artist,9.0,Average,2.0,,C
4985,4985,Female,Yes,42,Yes,Doctor,6.0,Low,1.0,Cat_3,A
4992,4992,Male,No,33,No,Entertainment,14.0,Low,1.0,Cat_6,D
5001,5001,Female,Yes,71,Yes,Lawyer,2.0,Low,6.0,Cat_1,A
5006,5006,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,B
5007,5007,Male,No,31,No,Artist,3.0,Low,2.0,Cat_6,A
5010,5010,Male,No,36,Yes,Executive,9.0,Low,3.0,Cat_6,D
5013,5013,Female,Yes,38,Yes,Artist,3.0,Low,2.0,Cat_7,C
5015,5015,Male,Yes,40,Yes,Entertainment,3.0,Average,3.0,Cat_4,B
5018,5018,Female,No,31,No,Marketing,8.0,Low,4.0,Cat_6,D
5033,5033,Male,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,C
5042,5042,Male,Yes,48,Yes,Artist,7.0,Average,2.0,Cat_6,C
5044,5044,Female,Yes,37,Yes,Artist,5.0,High,3.0,Cat_6,C
5058,5058,Male,Yes,47,Yes,Artist,4.0,Low,1.0,Cat_3,A
5068,5068,Male,No,38,Yes,Artist,13.0,Low,1.0,Cat_7,A
5069,5069,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6,B
5071,5071,Female,Yes,43,No,Homemaker,7.0,Low,1.0,Cat_6,B
5073,5073,Male,Yes,36,Yes,Artist,4.0,Average,2.0,Cat_6,C
5081,5081,Male,No,35,No,Executive,3.0,Low,4.0,Cat_4,D
5085,5085,Female,Yes,51,Yes,Engineer,6.0,Average,2.0,Cat_6,C
5090,5090,Male,Yes,60,Yes,Artist,3.0,High,3.0,Cat_6,C
5092,5092,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0,Cat_6,C
5094,5094,Male,Yes,36,Yes,Healthcare,8.0,High,2.0,Cat_6,D
5095,5095,Female,Yes,32,No,,8.0,Low,1.0,Cat_6,D
5100,5100,Female,Yes,47,Yes,Lawyer,2.0,High,4.0,Cat_6,D
5101,5101,Female,No,41,Yes,Artist,9.0,Low,1.0,Cat_6,B
5104,5104,Male,Yes,48,No,Artist,3.0,Average,4.0,Cat_6,B
5109,5109,Male,Yes,39,Yes,Entertainment,4.0,Average,4.0,Cat_6,B
5111,5111,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_3,D
5113,5113,Female,No,32,No,,10.0,Low,5.0,Cat_6,C
5114,5114,Female,No,40,Yes,Homemaker,9.0,Low,,Cat_6,D
5123,5123,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C
5133,5133,Female,No,52,Yes,Lawyer,4.0,Low,1.0,Cat_6,A
5137,5137,Male,No,31,Yes,Doctor,14.0,Low,2.0,Cat_7,A
5141,5141,Male,No,35,Yes,Entertainment,13.0,Low,1.0,Cat_6,D
5149,5149,Female,No,35,No,Doctor,14.0,Low,6.0,Cat_7,A
5162,5162,Male,Yes,35,Yes,Entertainment,3.0,Average,2.0,Cat_6,A
5163,5163,Male,No,37,Yes,Artist,8.0,Low,3.0,Cat_6,C
5165,5165,Female,Yes,46,Yes,Artist,3.0,Average,5.0,Cat_6,C
5168,5168,Female,No,35,No,Entertainment,4.0,Low,2.0,Cat_6,D
5176,5176,Male,Yes,49,Yes,Doctor,5.0,Average,3.0,Cat_5,D
5180,5180,Male,Yes,59,Yes,Artist,9.0,Average,4.0,Cat_6,C
5185,5185,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,D
5188,5188,Male,No,37,Yes,Artist,7.0,Low,2.0,Cat_6,A
5189,5189,Female,Yes,52,No,Engineer,8.0,Average,4.0,Cat_2,B
5196,5196,Female,Yes,35,Yes,Homemaker,9.0,Average,2.0,Cat_6,A
5202,5202,Male,No,42,Yes,Doctor,8.0,Low,1.0,Cat_2,B
5203,5203,Male,No,36,Yes,Artist,14.0,Low,2.0,Cat_6,A
5211,5211,Female,Yes,40,Yes,Artist,5.0,Average,2.0,Cat_2,B
5220,5220,Female,Yes,49,Yes,Marketing,9.0,Low,2.0,Cat_6,C
5228,5228,Male,Yes,46,No,Artist,3.0,Average,2.0,,C
5231,5231,Male,Yes,57,Yes,Lawyer,6.0,Low,3.0,Cat_6,A
5242,5242,Female,No,51,Yes,Lawyer,6.0,Low,1.0,Cat_6,B
5246,5246,Male,Yes,42,No,Executive,8.0,Low,2.0,Cat_6,D
5252,5252,Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,A
5256,5256,Female,No,46,Yes,Artist,2.0,Low,1.0,Cat_7,B
5260,5260,Male,Yes,50,,Executive,4.0,Average,9.0,Cat_4,D
5264,5264,Male,Yes,53,Yes,Entertainment,4.0,Low,2.0,Cat_2,A
5273,5273,Male,No,42,No,Artist,2.0,Low,4.0,Cat_6,A
5278,5278,Male,Yes,72,Yes,Lawyer,3.0,High,2.0,Cat_6,C
5284,5284,Female,No,31,Yes,Artist,2.0,Low,2.0,Cat_4,D
5286,5286,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,A
5295,5295,Female,Yes,36,Yes,Artist,5.0,Low,2.0,Cat_4,B
5296,5296,Female,No,37,No,Engineer,7.0,Low,1.0,Cat_3,C
5303,5303,Male,Yes,41,Yes,Artist,2.0,Low,2.0,Cat_6,B
5308,5308,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,C
5311,5311,Male,No,33,No,Entertainment,8.0,Low,1.0,Cat_6,A
5317,5317,Female,Yes,59,Yes,Artist,4.0,Average,4.0,Cat_7,C
5320,5320,Male,Yes,43,Yes,Artist,2.0,Low,2.0,Cat_6,B
5328,5328,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,D
5333,5333,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_3,B
5335,5335,Female,,72,Yes,Lawyer,4.0,High,,Cat_6,D
5336,5336,Female,Yes,38,Yes,Homemaker,8.0,Average,3.0,Cat_6,B
5339,5339,Female,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C
5340,5340,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
5342,5342,Female,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_3,C
5352,5352,Female,Yes,65,Yes,Artist,13.0,Low,1.0,Cat_6,B
5355,5355,Female,Yes,58,Yes,Artist,9.0,Average,3.0,Cat_6,C
5363,5363,Male,Yes,58,Yes,Artist,7.0,Low,2.0,Cat_6,B
5368,5368,Female,No,37,Yes,Engineer,7.0,Low,,Cat_6,A
5370,5370,Female,Yes,53,Yes,Artist,11.0,Average,2.0,Cat_6,D
5379,5379,Male,Yes,31,Yes,Entertainment,5.0,Average,3.0,Cat_3,A
5381,5381,Female,Yes,36,Yes,Marketing,5.0,Low,1.0,Cat_6,D
5386,5386,Female,Yes,71,Yes,Lawyer,8.0,High,2.0,Cat_6,D
5387,5387,Male,Yes,89,Yes,Executive,3.0,Low,3.0,Cat_6,A
5388,5388,Male,Yes,37,Yes,Artist,9.0,High,2.0,Cat_6,C
5396,5396,Female,Yes,57,Yes,Artist,4.0,Average,,Cat_6,C
5400,5400,Male,No,41,Yes,Entertainment,11.0,Low,4.0,Cat_6,B
5412,5412,Female,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,D
5416,5416,Male,Yes,53,Yes,Executive,9.0,High,4.0,Cat_6,C
5422,5422,Male,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,C
5441,5441,Male,Yes,35,Yes,Engineer,5.0,Average,4.0,Cat_6,B
5445,5445,Male,Yes,49,No,Executive,11.0,High,4.0,Cat_6,A
5447,5447,Female,Yes,41,No,Marketing,8.0,Low,2.0,Cat_6,A
5458,5458,Female,No,31,Yes,Healthcare,8.0,Low,5.0,Cat_6,C
5460,5460,Male,Yes,57,Yes,Entertainment,8.0,Average,5.0,Cat_2,A
5468,5468,Female,No,31,Yes,Artist,9.0,Low,2.0,Cat_6,B
5469,5469,Male,Yes,63,Yes,Artist,9.0,Low,1.0,Cat_6,A
5481,5481,Male,Yes,59,No,Executive,7.0,Average,5.0,Cat_6,B
5484,5484,Female,No,32,No,Healthcare,8.0,Low,4.0,Cat_6,D
5494,5494,Female,Yes,36,Yes,Artist,2.0,Average,2.0,Cat_6,A
5499,5499,Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,A
5500,5500,Female,Yes,45,Yes,Artist,4.0,Average,4.0,Cat_2,C
5508,5508,Female,Yes,39,Yes,Artist,8.0,Average,2.0,Cat_6,C
5514,5514,Male,No,38,Yes,Marketing,3.0,Low,,Cat_6,D
5517,5517,Male,Yes,60,Yes,Executive,4.0,High,3.0,Cat_6,C
5518,5518,Male,Yes,48,Yes,Executive,9.0,High,4.0,Cat_6,B
5528,5528,Male,No,40,Yes,Artist,8.0,Low,2.0,Cat_3,B
5530,5530,Male,No,35,Yes,Artist,9.0,Low,2.0,Cat_3,A
5539,5539,Male,No,33,Yes,Healthcare,3.0,Low,1.0,Cat_6,D
5542,5542,Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,C
5546,5546,Male,No,32,No,Healthcare,7.0,Low,5.0,Cat_6,A
5547,5547,Female,No,32,No,Entertainment,13.0,Low,5.0,Cat_7,B
5549,5549,Female,Yes,50,No,Entertainment,8.0,Average,5.0,Cat_4,B
5555,5555,Male,Yes,51,Yes,Artist,3.0,Average,2.0,Cat_6,C
5558,5558,Female,No,43,Yes,Artist,2.0,Low,1.0,,A
5559,5559,Male,Yes,51,Yes,Entertainment,3.0,Low,3.0,Cat_6,B
5560,5560,Male,No,32,Yes,Healthcare,2.0,Low,3.0,Cat_6,C
5562,5562,Female,No,37,No,Artist,4.0,Low,2.0,Cat_6,C
5564,5564,Male,Yes,81,Yes,Lawyer,9.0,Low,1.0,Cat_6,D
5569,5569,Male,No,40,Yes,Artist,14.0,Low,2.0,Cat_2,A
5573,5573,Female,Yes,38,Yes,Artist,4.0,Low,1.0,Cat_6,B
5574,5574,Male,Yes,46,Yes,Artist,4.0,Average,2.0,Cat_6,B
5578,5578,Male,No,36,Yes,Healthcare,8.0,Low,4.0,Cat_2,A
5579,5579,Male,No,33,No,Entertainment,13.0,Low,1.0,Cat_6,A
5580,5580,Male,Yes,57,Yes,Executive,8.0,High,3.0,Cat_6,D
5605,5605,Male,Yes,36,Yes,Executive,9.0,Average,3.0,Cat_6,B
5607,5607,Male,Yes,45,Yes,Artist,2.0,Average,3.0,Cat_3,D
5611,5611,Female,No,43,Yes,Engineer,3.0,Low,2.0,Cat_4,A
5615,5615,Male,Yes,42,No,Executive,9.0,High,6.0,Cat_6,D
5631,5631,Male,Yes,59,Yes,Executive,11.0,High,3.0,Cat_6,C
5634,5634,Female,Yes,53,No,Artist,8.0,Average,2.0,Cat_6,D
5637,5637,Female,Yes,40,Yes,Doctor,8.0,Average,2.0,Cat_6,B
5639,5639,Female,Yes,47,No,Engineer,8.0,Average,5.0,Cat_4,B
5643,5643,Female,No,41,Yes,Artist,2.0,Low,1.0,Cat_6,C
5645,5645,Male,Yes,31,Yes,Artist,8.0,Average,2.0,Cat_6,D
5647,5647,Male,Yes,39,No,Homemaker,8.0,Low,1.0,Cat_6,B
5650,5650,Male,Yes,51,Yes,Executive,9.0,Low,1.0,Cat_4,C
5655,5655,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6,C
5659,5659,Male,Yes,60,Yes,Artist,9.0,Low,1.0,Cat_6,B
5660,5660,Female,Yes,37,No,Homemaker,13.0,Average,3.0,Cat_6,A
5667,5667,Male,Yes,51,Yes,Executive,3.0,High,5.0,Cat_6,C
5687,5687,Female,Yes,46,No,Artist,8.0,Low,1.0,Cat_6,B
5689,5689,Male,Yes,45,No,Artist,4.0,Average,2.0,Cat_6,C
5696,5696,Male,No,40,Yes,Artist,2.0,Low,1.0,Cat_3,B
5699,5699,Female,Yes,81,Yes,Lawyer,8.0,High,2.0,Cat_6,C
5712,5712,Female,No,50,Yes,Artist,8.0,Low,3.0,Cat_6,C
5718,5718,Female,No,33,No,Homemaker,8.0,Low,1.0,Cat_6,D
5719,5719,Female,No,43,Yes,Artist,6.0,Low,1.0,Cat_6,C
5722,5722,Female,No,32,No,Entertainment,12.0,Low,5.0,Cat_6,D
5723,5723,Female,No,40,No,Engineer,9.0,Low,5.0,Cat_4,A
5724,5724,Female,No,41,Yes,Artist,9.0,Low,1.0,Cat_6,B
5734,5734,Female,No,38,No,Homemaker,5.0,Low,1.0,Cat_2,B
5744,5744,Female,No,39,No,Engineer,2.0,Low,,Cat_3,D
5746,5746,Female,Yes,50,No,Engineer,7.0,Average,5.0,Cat_4,B
5750,5750,Male,No,36,Yes,Artist,2.0,Low,1.0,Cat_6,C
5752,5752,Female,,45,Yes,Entertainment,5.0,Low,3.0,Cat_6,D
5755,5755,Female,No,42,Yes,Engineer,6.0,Low,3.0,Cat_6,D
5759,5759,Female,No,40,Yes,Homemaker,13.0,Low,1.0,Cat_3,A
5770,5770,Female,No,42,No,Marketing,5.0,Low,2.0,Cat_6,D
5774,5774,Female,No,45,No,Entertainment,8.0,Low,2.0,Cat_6,A
5786,5786,Male,Yes,71,No,Lawyer,3.0,High,2.0,Cat_6,D
5795,5795,Male,Yes,35,No,Doctor,9.0,Low,2.0,Cat_6,B
5796,5796,Female,No,38,Yes,Artist,9.0,Low,4.0,Cat_6,C
5798,5798,Female,Yes,62,No,Engineer,8.0,High,2.0,Cat_4,A
5803,5803,Female,Yes,72,Yes,Artist,3.0,Average,3.0,Cat_6,C
5822,5822,Male,Yes,48,No,Executive,5.0,High,2.0,Cat_4,A
5840,5840,Female,No,50,Yes,Artist,4.0,Low,1.0,Cat_6,C
5854,5854,Female,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,C
5858,5858,Male,No,32,No,Healthcare,7.0,Low,4.0,Cat_3,A
5864,5864,Female,Yes,53,No,Engineer,12.0,Low,2.0,Cat_3,C
5867,5867,Male,Yes,53,Yes,Artist,2.0,Average,3.0,Cat_6,C
5875,5875,Male,Yes,53,Yes,Artist,4.0,Average,4.0,Cat_2,C
5881,5881,Male,No,33,No,Executive,5.0,Low,2.0,Cat_6,A
5882,5882,Female,Yes,68,No,Doctor,8.0,Average,2.0,Cat_6,C
5891,5891,Female,Yes,42,Yes,Engineer,2.0,Low,1.0,Cat_6,B
5892,5892,Male,Yes,59,Yes,Lawyer,7.0,High,2.0,Cat_6,A
5894,5894,Male,Yes,59,Yes,Artist,8.0,Low,1.0,Cat_6,B
5900,5900,Female,Yes,43,No,Entertainment,5.0,Low,1.0,Cat_3,D
5902,5902,Female,No,39,Yes,Doctor,9.0,Low,3.0,Cat_6,A
5904,5904,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6,D
5906,5906,Male,No,38,Yes,Artist,8.0,Low,3.0,Cat_2,A
5911,5911,Male,No,33,Yes,Healthcare,9.0,Low,5.0,Cat_6,D
5912,5912,Male,Yes,47,Yes,Artist,9.0,Average,2.0,Cat_1,A
5923,5923,Male,Yes,45,No,Executive,3.0,High,4.0,Cat_4,D
5926,5926,Male,Yes,50,Yes,Artist,7.0,Average,2.0,Cat_6,C
5931,5931,Male,Yes,41,No,Artist,8.0,Average,2.0,Cat_6,C
5933,5933,Male,Yes,50,Yes,Artist,4.0,Average,2.0,Cat_6,B
